1873712 | 강원도 | 춘천시 | 남산면 | 2025-01-10 02:00:00 | -19.0 | 0.0 | 0.0
1873809 | 강원도 | 춘천시 | 신동면 | 2025-01-10 02:00:00 | -19.0 | 0.0 | 0.0
1877063 | 강원도 | 화천군 | 상서면 | 2025-01-10 01:00:00 | -19.0 | 0.0 | 0.0
1877110 | 강원도 | 평창군 | 용평면 | 2025-01-10 01:00:00 | -19.0 | 0.0 | 0.0
1877147 | 강원도 | 철원군 | 원동면 | 2025-01-10 01:00:00 | -19.0 | 0.0 | 0.0
1877167 | 강원도 | 평창군 | 진부면 | 2025-01-10 01:00:00 | -19.0 | 0.0 | 0.0
1877233 | 강원도 | 철원군 | 서면 | 2025-01-10 01:00:00 | -19.0 | 0.0 | 0.0
1877289 | 강원도 | 횡성군 | 갑천면 | 2025-01-10 01:00:00 | -19.0 | 0.0 | 0.0
1877304 | 강원도 | 횡성군 | 청일면 | 2025-01-10 01:00:00 | -19.0 | 0.0 | 0.0
1877350 | 강원도 | 춘천시 | 신동면 | 2025-01-10 01:00:00 | -19.0 | 0.0 | 0.0
1877439 | 강원도 | 춘천시 | 남산면 | 2025-01-10 01:00:00 | -19.0 | 0.0 | 0.0
1877460 | 강원도 | 횡성군 | 강림면 | 2025-01-10 01:00:00 | -19.0 | 0.0 | 0.0
1878217 | 강원도 | 홍천군 | 서석면 | 2025-01-10 00:00:00 | -19.0 | 0.0 | 0.0
1878731 | 강원도 | 평창군 | 용평면 | 2025-01-10 00:00:00 | -19.0 | 0.0 | 0.0
1878958 | 강원도 | 횡성군 | 갑천면 | 2025-01-10 00:00:00 | -19.0 | 0.0 | 0.0
1879182 | 강원도 | 평창군 | 대화면 | 2025-01-10 00:00:00 | -19.0 | 0.0 | 0.0
1879195 | 강원도 | 평창군 | 봉평면 | 2025-01-10 00:00:00 | -19.0 | 0.0 | 0.0
1879585 | 강원도 | 횡성군 | 강림면 | 2025-01-10 00:00:00 | -19.0 | 0.0 | 0.0
1880098 | 강원도 | 철원군 | 서면 | 2025-01-10 00:00:00 | -19.0 | 0.0 | 0.0
1880964 | 강원도 | 철원군 | 원남면 | 2025-01-10 00:00:00 | -19.0 | 0.0 | 0.0
1881022 | 강원도 | 화천군 | 상서면 | 2025-01-10 00:00:00 | -19.0 | 0.0 | 0.0
1895641 | 강원도 | 철원군 | 임남면 | 2025-01-09 19:00:00 | -19.0 | 0.0 | 0.0
1899853 | 강원도 | 철원군 | 임남면 | 2025-01-09 18:00:00 | -19.0 | 0.0 | 0.0
1914414 | 강원도 | 철원군 | 임남면 | 2025-01-09 14:00:00 | -19.0 | 0.0 | 0.0
1935516 | 강원도 | 철원군 | 서면 | 2025-01-09 08:00:00 | -19.0 | 0.0 | 0.0
1936982 | 강원도 | 철원군 | 원동면 | 2025-01-09 08:00:00 | -19.0 | 0.0 | 0.0
1970820 | 강원도 | 철원군 | 임남면 | 2025-01-08 22:00:00 | -19.0 | 0.0 | 0.0
1974571 | 강원도 | 철원군 | 임남면 | 2025-01-08 21:00:00 | -19.0 | 0.0 | 0.0
138325 | 강원도 | 철원군 | 임남면 | 2025-01-30 09:00:00 | -18.0 | 0.0 | 0.0
139484 | 강원도 | 횡성군 | 강림면 | 2025-01-30 08:00:00 | -18.0 | 0.0 | 0.0
139559 | 강원도 | 홍천군 | 서석면 | 2025-01-30 08:00:00 | -18.0 | 0.0 | 0.0
143963 | 강원도 | 횡성군 | 강림면 | 2025-01-30 07:00:00 | -18.0 | 0.0 | 0.0
144177 | 강원도 | 홍천군 | 남면 | 2025-01-30 07:00:00 | -18.0 | 0.0 | 0.0
147312 | 강원도 | 홍천군 | 남면 | 2025-01-30 06:00:00 | -18.0 | 0.0 | 0.0
147653 | 강원도 | 횡성군 | 안흥면 | 2025-01-30 06:00:00 | -18.0 | 0.0 | 0.0
147693 | 강원도 | 횡성군 | 둔내면 | 2025-01-30 06:00:00 | -18.0 | 0.0 | 0.0
150906 | 강원도 | 횡성군 | 둔내면 | 2025-01-30 05:00:00 | -18.0 | 0.0 | 0.0
150920 | 강원도 | 횡성군 | 안흥면 | 2025-01-30 05:00:00 | -18.0 | 0.0 | 0.0
170917 | 강원도 | 철원군 | 임남면 | 2025-01-30 00:00:00 | -18.0 | 0.0 | 0.0
171488 | 강원도 | 철원군 | 임남면 | 2025-01-29 23:00:00 | -18.0 | 0.0 | 0.0
1596493 | 강원도 | 평창군 | 봉평면 | 2025-01-13 07:00:00 | -18.0 | 0.0 | 0.0
1684636 | 강원도 | 평창군 | 봉평면 | 2025-01-12 07:00:00 | -18.0 | 0.0 | 0.0
1686733 | 강원도 | 홍천군 | 내면 | 2025-01-12 06:00:00 | -18.0 | 0.0 | 0.0
1686925 | 강원도 | 평창군 | 봉평면 | 2025-01-12 06:00:00 | -18.0 | 0.0 | 0.0
1688909 | 강원도 | 평창군 | 봉평면 | 2025-01-12 05:00:00 | -18.0 | 0.0 | 0.0
1691096 | 강원도 | 홍천군 | 내면 | 2025-01-12 05:00:00 | -18.0 | 0.0 | 0.0
1766011 | 강원도 | 평창군 | 봉평면 | 2025-01-11 08:00:00 | -18.0 | 0.0 | 0.0
1766052 | 강원도 | 평창군 | 대화면 | 2025-01-11 08:00:00 | -18.0 | 0.0 | 0.0
1767089 | 강원도 | 평창군 | 용평면 | 2025-01-11 08:00:00 | -18.0 | 0.0 | 0.0
1768801 | 강원도 | 평창군 | 대화면 | 2025-01-11 07:00:00 | -18.0 | 0.0 | 0.0
1773360 | 강원도 | 평창군 | 봉평면 | 2025-01-11 06:00:00 | -18.0 | 0.0 | 0.0
1774570 | 강원도 | 홍천군 | 내면 | 2025-01-11 05:00:00 | -18.0 | 0.0 | 0.0
1775314 | 강원도 | 평창군 | 봉평면 | 2025-01-11 05:00:00 | -18.0 | 0.0 | 0.0
1778031 | 강원도 | 홍천군 | 내면 | 2025-01-11 04:00:00 | -18.0 | 0.0 | 0.0
1784846 | 강원도 | 홍천군 | 내면 | 2025-01-11 03:00:00 | -18.0 | 0.0 | 0.0
1785148 | 강원도 | 홍천군 | 내면 | 2025-01-11 02:00:00 | -18.0 | 0.0 | 0.0
1843190 | 강원도 | 철원군 | 임남면 | 2025-01-10 10:00:00 | -18.0 | 0.0 | 0.0
1845808 | 강원도 | 평창군 | 방림면 | 2025-01-10 09:00:00 | -18.0 | 0.0 | 0.0
1845836 | 강원도 | 평창군 | 용평면 | 2025-01-10 09:00:00 | -18.0 | 0.0 | 0.0
1846459 | 강원도 | 홍천군 | 서석면 | 2025-01-10 09:00:00 | -18.0 | 0.0 | 0.0
1847601 | 강원도 | 인제군 | 상남면 | 2025-01-10 09:00:00 | -18.0 | 0.0 | 0.0
1847926 | 강원도 | 횡성군 | 강림면 | 2025-01-10 09:00:00 | -18.0 | 0.0 | 0.0
1848381 | 강원도 | 양구군 | 방산면 | 2025-01-10 09:00:00 | -18.0 | 0.0 | 0.0
1848402 | 강원도 | 철원군 | 원남면 | 2025-01-10 09:00:00 | -18.0 | 0.0 | 0.0
1848543 | 강원도 | 철원군 | 원동면 | 2025-01-10 09:00:00 | -18.0 | 0.0 | 0.0
1848771 | 강원도 | 홍천군 | 남면 | 2025-01-10 09:00:00 | -18.0 | 0.0 | 0.0
1848980 | 강원도 | 횡성군 | 갑천면 | 2025-01-10 09:00:00 | -18.0 | 0.0 | 0.0
1849399 | 강원도 | 삼척시 | 하장면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1849748 | 강원도 | 원주시 | 판부면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1850049 | 강원도 | 원주시 | 신림면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1850370 | 경상북도 | 의성군 | 안평면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1850971 | 강원도 | 태백시 | 화전동 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1851339 | 강원도 | 평창군 | 평창읍 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1851343 | 강원도 | 평창군 | 미탄면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1851351 | 강원도 | 춘천시 | 퇴계동 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1851405 | 강원도 | 춘천시 | 후평동 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1851498 | 강원도 | 태백시 | 소도동 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1851521 | 강원도 | 춘천시 | 효자동 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1851525 | 강원도 | 홍천군 | 두촌면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1851552 | 강원도 | 춘천시 | 동내면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1851566 | 강원도 | 춘천시 | 퇴계동 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1851621 | 강원도 | 춘천시 | 효자동 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1851649 | 경기도 | 포천시 | 창수면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1851686 | 강원도 | 정선군 | 고한읍 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1851710 | 강원도 | 평창군 | 대관령면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1851747 | 경기도 | 포천시 | 관인면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1851751 | 경상북도 | 안동시 | 임동면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1851752 | 경기도 | 포천시 | 화현면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1851761 | 강원도 | 정선군 | 임계면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1851764 | 경기도 | 포천시 | 이동면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1851807 | 강원도 | 정선군 | 사북읍 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1851861 | 강원도 | 횡성군 | 공근면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1851898 | 강원도 | 횡성군 | 우천면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1851924 | 강원도 | 정선군 | 북평면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1851925 | 강원도 | 홍천군 | 서면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1851975 | 강원도 | 영월군 | 중동면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852047 | 강원도 | 춘천시 | 사북면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852059 | 전라북도 | 무주군 | 안성면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852063 | 강원도 | 춘천시 | 후평동 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852070 | 강원도 | 영월군 | 상동읍 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852071 | 강원도 | 정선군 | 화암면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852079 | 강원도 | 춘천시 | 근화동 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852081 | 강원도 | 정선군 | 신동읍 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852147 | 강원도 | 춘천시 | 서면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852162 | 강원도 | 춘천시 | 소양로3가 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852211 | 경상북도 | 의성군 | 점곡면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852212 | 강원도 | 양구군 | 국토정중앙면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852232 | 강원도 | 춘천시 | 약사동 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852296 | 경상북도 | 의성군 | 옥산면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852308 | 강원도 | 양구군 | 해안면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852378 | 경기도 | 가평군 | 북면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852405 | 강원도 | 춘천시 | 운교동 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852410 | 강원도 | 화천군 | 사내면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852455 | 강원도 | 철원군 | 근북면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852488 | 강원도 | 춘천시 | 동면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852496 | 경기도 | 연천군 | 신서면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852498 | 강원도 | 춘천시 | 후평동 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852500 | 강원도 | 홍천군 | 홍천읍 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852516 | 강원도 | 춘천시 | 우두동 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852529 | 경기도 | 연천군 | 장남면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852564 | 강원도 | 춘천시 | 석사동 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852565 | 강원도 | 춘천시 | 교동 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852575 | 강원도 | 홍천군 | 내촌면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852607 | 강원도 | 홍천군 | 북방면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852625 | 강원도 | 춘천시 | 남산면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852648 | 강원도 | 인제군 | 기린면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852681 | 강원도 | 춘천시 | 효자동 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852711 | 강원도 | 홍천군 | 화촌면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852741 | 경기도 | 연천군 | 백학면 | 2025-01-10 08:00:00 | -18.0 | 0.0 | 0.0
1852803 | 경상북도 | 영양군 | 청기면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1852810 | 강원도 | 정선군 | 신동읍 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1852907 | 강원도 | 횡성군 | 우천면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1852981 | 경기도 | 포천시 | 화현면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1852995 | 강원도 | 정선군 | 남면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1853016 | 강원도 | 정선군 | 사북읍 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1853047 | 강원도 | 정선군 | 임계면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1853077 | 경상북도 | 의성군 | 옥산면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1853129 | 강원도 | 평창군 | 대관령면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1853137 | 경기도 | 포천시 | 창수면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1853139 | 강원도 | 태백시 | 화전동 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1853173 | 경기도 | 포천시 | 신북면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1853195 | 경기도 | 연천군 | 미산면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1853197 | 강원도 | 평창군 | 미탄면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1853204 | 경상북도 | 의성군 | 점곡면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1853264 | 경기도 | 연천군 | 중면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1853297 | 강원도 | 정선군 | 고한읍 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1853314 | 경기도 | 연천군 | 신서면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1853324 | 경상북도 | 의성군 | 단촌면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1853343 | 강원도 | 정선군 | 화암면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1853394 | 경기도 | 연천군 | 미산면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1853411 | 경기도 | 연천군 | 장남면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1853524 | 강원도 | 평창군 | 평창읍 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1853636 | 강원도 | 춘천시 | 석사동 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1853658 | 강원도 | 화천군 | 화천읍 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1853883 | 강원도 | 춘천시 | 효자동 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1853908 | 강원도 | 춘천시 | 퇴계동 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1853913 | 강원도 | 춘천시 | 동내면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1853927 | 강원도 | 춘천시 | 효자동 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1853979 | 강원도 | 양구군 | 국토정중앙면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1853994 | 강원도 | 춘천시 | 약사동 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1854026 | 강원도 | 춘천시 | 동면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1854028 | 강원도 | 춘천시 | 운교동 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1854030 | 강원도 | 화천군 | 사내면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1854051 | 강원도 | 춘천시 | 우두동 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1854061 | 강원도 | 춘천시 | 후평동 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1854078 | 강원도 | 춘천시 | 교동 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1854084 | 강원도 | 춘천시 | 효자동 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1854127 | 경기도 | 가평군 | 북면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1854128 | 충청북도 | 괴산군 | 청천면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1854165 | 강원도 | 양구군 | 해안면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1854182 | 강원도 | 철원군 | 근북면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1854286 | 강원도 | 인제군 | 기린면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1854325 | 강원도 | 춘천시 | 근화동 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1854404 | 강원도 | 춘천시 | 서면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1854429 | 강원도 | 횡성군 | 서원면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1854438 | 강원도 | 춘천시 | 소양로3가 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1854480 | 경기도 | 포천시 | 일동면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1854553 | 강원도 | 홍천군 | 서면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1854556 | 강원도 | 횡성군 | 공근면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1854566 | 경기도 | 포천시 | 관인면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1854581 | 경상북도 | 의성군 | 안평면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1854637 | 경기도 | 포천시 | 영중면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1854836 | 강원도 | 영월군 | 상동읍 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1854840 | 강원도 | 춘천시 | 후평동 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1854877 | 강원도 | 영월군 | 중동면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1854906 | 강원도 | 춘천시 | 사북면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1854996 | 강원도 | 춘천시 | 후평동 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1855234 | 강원도 | 홍천군 | 두촌면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1855246 | 경기도 | 연천군 | 군남면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1855424 | 강원도 | 태백시 | 소도동 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1855728 | 경상북도 | 안동시 | 임동면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1855748 | 강원도 | 홍천군 | 홍천읍 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1855912 | 강원도 | 원주시 | 판부면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1855940 | 강원도 | 원주시 | 신림면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1855955 | 강원도 | 홍천군 | 화촌면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1856180 | 강원도 | 홍천군 | 북방면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1856238 | 강원도 | 삼척시 | 하장면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1856297 | 경상북도 | 안동시 | 도산면 | 2025-01-10 07:00:00 | -18.0 | 0.0 | 0.0
1856363 | 강원도 | 춘천시 | 후평동 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1856369 | 충청북도 | 괴산군 | 청천면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1856450 | 강원도 | 춘천시 | 근화동 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1856531 | 강원도 | 춘천시 | 소양로3가 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1856676 | 강원도 | 춘천시 | 사북면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1856723 | 강원도 | 춘천시 | 후평동 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1856804 | 강원도 | 양구군 | 해안면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1856815 | 강원도 | 춘천시 | 서면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1856859 | 강원도 | 횡성군 | 서원면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1856903 | 강원도 | 춘천시 | 효자동 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1856919 | 강원도 | 춘천시 | 동내면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1856997 | 강원도 | 춘천시 | 퇴계동 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1857084 | 경기도 | 양평군 | 양동면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1857102 | 강원도 | 홍천군 | 홍천읍 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1857113 | 강원도 | 춘천시 | 효자동 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1857129 | 강원도 | 원주시 | 신림면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1857209 | 강원도 | 원주시 | 판부면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1857275 | 강원도 | 홍천군 | 북방면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1857277 | 강원도 | 철원군 | 근북면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1857302 | 강원도 | 화천군 | 화천읍 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1857327 | 강원도 | 홍천군 | 화촌면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1857328 | 강원도 | 춘천시 | 석사동 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1857428 | 강원도 | 인제군 | 서화면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1857622 | 경기도 | 가평군 | 북면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1857902 | 강원도 | 춘천시 | 효자동 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1858025 | 경상북도 | 의성군 | 단촌면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1858037 | 경기도 | 연천군 | 신서면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1858123 | 경기도 | 연천군 | 중면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1858132 | 경상북도 | 의성군 | 의성읍 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1858145 | 경기도 | 연천군 | 미산면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1858190 | 경기도 | 포천시 | 신북면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1858224 | 강원도 | 태백시 | 소도동 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1858299 | 경기도 | 포천시 | 창수면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1858344 | 강원도 | 평창군 | 대관령면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1858346 | 강원도 | 양구군 | 국토정중앙면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1858363 | 강원도 | 평창군 | 미탄면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1858488 | 강원도 | 춘천시 | 운교동 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1858492 | 강원도 | 삼척시 | 하장면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1858501 | 경기도 | 연천군 | 장남면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1858528 | 강원도 | 춘천시 | 우두동 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1858533 | 강원도 | 춘천시 | 교동 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1858691 | 경기도 | 연천군 | 미산면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1858765 | 강원도 | 태백시 | 화전동 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1858781 | 경기도 | 연천군 | 군남면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1858796 | 경상북도 | 의성군 | 점곡면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1858832 | 경상북도 | 군위군 | 우보면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1858922 | 강원도 | 춘천시 | 후평동 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1859039 | 경상북도 | 의성군 | 금성면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1859057 | 강원도 | 횡성군 | 공근면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1859162 | 강원도 | 횡성군 | 우천면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1859213 | 경기도 | 포천시 | 관인면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1859219 | 경상북도 | 안동시 | 임동면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
1859279 | 강원도 | 인제군 | 기린면 | 2025-01-10 06:00:00 | -18.0 | 0.0 | 0.0
